"Genome","# Biosynthetic Regions","# Biosynthetic Products","RiPPs","RiPPs:Proteusins","NRPS","PKSI","Other PKS","Saccharides","Terpenes","Other","Mean Completeness","Mean Contamination","Differential Coverage Index","CheckM Completeness","CheckM Contamination","CheckM Strain heterogeneity","Anvio Completion","Anvio Redundancy","# tRNAs (AA)","16S rRNA","16S rRNA (partial)","# CRISPRs","GTDB Taxonomy","Checkm Taxonomy","Anvio Domain","SpecI Species Cluster","mOTUs Species Cluster","dRep Species Cluster","Dereplication Representative Genome","Genome size","# scaffolds","N50 (scaffolds)","Longest scaffold","Coding density","GC Content","station","depth","depth layer","latitude","longitude","date","size fraction","temperature (°C)","oxygen (µmol/kg)","detected in the water column"
"BGEO_SAMN07136802_METAG_KACIGGNL","0","0","0","0","0","0","0","0","0","0","73.27","0.22","292","64.53","0.43","0","82.01","0","15","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__","k__Bacteria","BACTERIA","cluster_571",NA,"3018_1",FALSE,"715678","113","9295","63339","0.9535","0.3275","GT9 (Section GP13, Cruise TAN1109)","51","EPI","-32.5043","-163.9897","2011-06-14 16:46:00","0.2<-","19.404","218.8",TRUE
"BGEO_SAMN07136802_METAG_IHIKIECJ","0","0","0","0","0","0","0","0","0","0","62.78","0.86","279","62.26","0.27","0","63.31","1.44","8","0","0","0","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B marinus_B","p__Cyanobacteria","BACTERIA","cluster_2847",NA,"4357_2",FALSE,"881455","240","3893","12449","0.9068","0.3623","GT9 (Section GP13, Cruise TAN1109)","51","EPI","-32.5043","-163.9897","2011-06-14 16:46:00","0.2<-","19.404","218.8",TRUE
"BGEO_SAMN07136802_METAG_MEIHECGJ","0","0","0","0","0","0","0","0","0","0","67.46","5.98","109","60.1","8.37","11.54","74.82","3.6","15","0","0","0","d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__GCA-002715585;s__","k__Bacteria","BACTERIA","cluster_4562","meta_mOTU_v25_14413","3281_2",FALSE,"766792","265","3218","11950","0.9454","0.3093","GT9 (Section GP13, Cruise TAN1109)","51","EPI","-32.5043","-163.9897","2011-06-14 16:46:00","0.2<-","19.404","218.8",TRUE
"BGEO_SAMN07136733_METAG_JHOIBAOO","0","0","0","0","0","0","0","0","0","0","56.96","1.72","282","44.87","1.28","0","69.06","2.16","7","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__TMED189 sp003213625","k__Bacteria","BACTERIA","cluster_577",NA,"3016_1",FALSE,"596455","138","5160","17289","0.9525","0.3311","7 (Section GP13, Cruise SS2011)","78","EPI","-29.9999","159","2011-05-17 19:55:38","0.2<-","22.018",NA,TRUE
"BGEO_SAMN07136946_METAG_DPMFEIDE","0","0","0","0","0","0","0","0","0","0","77.89","1.43","14","80.23","0.7","20","75.54","2.16","11","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA7312;s__","k__Bacteria","BACTERIA","cluster_5025","gom_000264","3389_1",FALSE,"1151178","268","4750","21289","0.9583","0.3677","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_JJKFINLC","0","0","0","0","0","0","0","0","0","0","81.4","0.81","75","75.74","0.18","0","87.05","1.44","13","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__Thioglobus;s__Thioglobus sp001628405","p__Proteobacteria","BACTERIA","cluster_4505","ref_mOTU_v25_05852","4392_1",FALSE,"1238436","212","6750","60271","0.9305","0.3835","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_PMMJCDFF","0","0","0","0","0","0","0","0","0","0","58.1","1.42","103","57.2","1.39","60","58.99","1.44","9","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__GCA-2707915 sp003212335","c__Gammaproteobacteria","BACTERIA","cluster_2482",NA,"4637_1",FALSE,"1082900","204","6368","26727","0.9443","0.3639","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_CPFENENA","0","0","0","0","0","0","0","0","0","0","64.8","3.26","105","55.49","2.19","44.44","74.1","4.32","11","0","1","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp003278145","c__Alphaproteobacteria","BACTERIA","cluster_2223",NA,"4859_1",FALSE,"911250","281","3638","14251","0.9424","0.33","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_NDKBIKOE","0","0","0","0","0","0","0","0","0","0","62.92","0.32","81","55.33","0.64","33.33","70.5","0","12","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__","c__Gammaproteobacteria","BACTERIA","cluster_1213",NA,"4879_1",FALSE,"663762","151","4539","17052","0.9664","0.3623","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_JOLMKDIA","0","0","0","0","0","0","0","0","0","0","53.28","0.37","130","51.15","0.74","33.33","55.4","0","9","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__","k__Bacteria","BACTERIA","cluster_2629",NA,"3956_1",FALSE,"689293","210","3407","9799","0.963","0.3113","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_GEDPONBH","0","0","0","0","0","0","0","0","0","0","61.38","2","174","50.09","2.56","25","72.66","1.44","11","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__","k__Bacteria","BACTERIA","cluster_567",NA,"3028_1",FALSE,"520853","127","4412","16669","0.9566","0.3352","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_PEOAAEBK","0","0","0","0","0","0","0","0","0","0","54.22","1.34","42","44.4","1.23","75","64.03","1.44","5","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__","c__Gammaproteobacteria","BACTERIA","cluster_1227",NA,"4634_1",FALSE,"867000","278","3590","21091","0.9617","0.3756","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_BOCJIPJM","0","0","0","0","0","0","0","0","0","0","56.24","0.3","276","39.81","0.59","66.67","72.66","0","14","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__","c__Gammaproteobacteria","BACTERIA","cluster_1271",NA,"4992_2",FALSE,"639613","111","6991","38751","0.9432","0.3452","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_JGJJCCCC","0","0","0","0","0","0","0","0","0","0","43.78","0.26","74","37.19","0.51","33.33","50.36","0","5","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp002712045","f__Rhodobacteraceae","BACTERIA","cluster_2644","meta_mOTU_v25_12682","6184_1",FALSE,"1174048","338","3666","11856","0.9438","0.384","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136946_METAG_BOHHNAFF","0","0","0","0","0","0","0","0","0","0","44.84","0.45","60","29.97","0.19","100","59.71","0.72","3","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__","c__Gammaproteobacteria","BACTERIA","cluster_1292",NA,"4954_1",FALSE,"417138","120","3572","17526","0.9638","0.3409","9 (Section GA10, Cruise D357)","21.2","EPI","-34.8953","16.0769","2010-11-10 12:29:00","0.2<-","18.057","236.2927",TRUE
"BGEO_SAMN07136942_METAG_JACFMKFK","0","0","0","0","0","0","0","0","0","0","49.4","01.04","45","40.52","0.64","50","58.27","1.44","10","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__","c__Gammaproteobacteria","BACTERIA","cluster_1324",NA,"4968_1",FALSE,"855948","219","4103","16771","0.9622","0.3759","6 (Section GA10, Cruise D357)","61.4","EPI","-40.0194","0.8876","2010-10-29 18:23:00","0.2<-","10.346","274.2439",TRUE
"BGEO_SAMN07136942_METAG_ALMIDOHH","0","0","0","0","0","0","0","0","0","0","44.99","1.26","65","38.9","0.35","0","51.08","2.16","2","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3537;s__UBA3537 sp002684355","s__algicola","BACTERIA","cluster_3954",NA,"3684_2",FALSE,"625601","217","2943","7472","0.9523","0.387","6 (Section GA10, Cruise D357)","61.4","EPI","-40.0194","0.8876","2010-10-29 18:23:00","0.2<-","10.346","274.2439",TRUE
"HOTS_SAMN07137023_METAG_HLKLPKMA","0","0","0","0","0","0","0","0","0","0","94.6","1.24","309","96.6","0","0","92.59","2.47","18","1","0","0","d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis","k__Archaea","ARCHAEA","cluster_1434","meta_mOTU_v25_12843","2753_2",FALSE,"1062663","47","41327","111469","0.9272","0.3358","Station ALOHA (Section NA, Cruise HOT166)","100","EPI","22.75","-158","2004-12-14 00:00:00","0.2<-","23.5076",NA,TRUE
"HOTS_SAMN07137023_METAG_HHFIICBC","0","0","0","0","0","0","0","0","0","0","91.43","0.96","111","90.76","0.47","33.33","92.09","1.44","20","0","0","0","d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA2588;g__UBA2588;s__UBA2588 sp002723125","k__Bacteria","BACTERIA","cluster_1359","meta_mOTU_v25_12853","6283_1",FALSE,"1519534","126","20553","84049","0.9385","0.4025","Station ALOHA (Section NA, Cruise HOT166)","100","EPI","22.75","-158","2004-12-14 00:00:00","0.2<-","23.5076",NA,TRUE
"HOTS_SAMN07137023_METAG_GAJJBKEA","0","0","0","0","0","0","0","0","0","0","87.04","2.22","86","90.62","2.99","25","83.45","1.44","18","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944;s__UBA6944 sp002724355","k__Bacteria","BACTERIA","cluster_1877","ref_mOTU_v25_01070","2378_1",FALSE,"2208838","285","10691","32390","0.9402","0.5317","Station ALOHA (Section NA, Cruise HOT166)","100","EPI","22.75","-158","2004-12-14 00:00:00","0.2<-","23.5076",NA,TRUE
"HOTS_SAMN07137023_METAG_MAMJLLKA","0","0","0","0","0","0","0","0","0","0","90.07","1.81","58","85.9","1.45","0","94.24","2.16","18","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp002294285","k__Bacteria","BACTERIA","cluster_591","meta_mOTU_v25_12760","2348_1",FALSE,"1844855","142","18368","66558","0.9541","0.4276","Station ALOHA (Section NA, Cruise HOT166)","100","EPI","22.75","-158","2004-12-14 00:00:00","0.2<-","23.5076",NA,TRUE
"HOTS_SAMN07137023_METAG_OFJCEKMF","0","0","0","0","0","0","0","0","0","0","79.07","01.07","420","69.66","2.14","0","88.49","0","12","0","1","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__TMED189 sp003282445","k__Bacteria","BACTERIA","cluster_61","gom_000021","3004_1",FALSE,"852024","106","13391","45566","0.9565","0.3215","Station ALOHA (Section NA, Cruise HOT166)","100","EPI","22.75","-158","2004-12-14 00:00:00","0.2<-","23.5076",NA,TRUE
"HOTS_SAMN07137023_METAG_NCMKIJBH","0","0","0","0","0","0","0","0","0","0","58.26","0","75","57.53","0","0","58.99","0","10","0","0","0","d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__Marinisoma;s__","k__Bacteria","BACTERIA","cluster_4545",NA,"5044_1",FALSE,"521641","148","3629","14886","0.967","0.3184","Station ALOHA (Section NA, Cruise HOT166)","100","EPI","22.75","-158","2004-12-14 00:00:00","0.2<-","23.5076",NA,TRUE
"HOTS_SAMN07137023_METAG_HDGLGMNP","0","0","0","0","0","0","0","0","0","0","52.59","0","181","54.56","0","0","50.62","0","12","0","0","0","d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025","p__Euryarchaeota","ARCHAEA","cluster_2555",NA,"2092_2",FALSE,"952090","227","4788","21778","0.9169","0.4531","Station ALOHA (Section NA, Cruise HOT166)","100","EPI","22.75","-158","2004-12-14 00:00:00","0.2<-","23.5076",NA,TRUE
"HOTS_SAMN07137023_METAG_KODMOBBN","0","0","0","0","0","0","0","0","0","0","52.14","1.43","105","47.45","1.42","33.33","56.83","1.44","8","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__","k__Bacteria","BACTERIA","cluster_3512",NA,"3003_1",FALSE,"728079","149","5596","22629","0.9636","0.3259","Station ALOHA (Section NA, Cruise HOT166)","100","EPI","22.75","-158","2004-12-14 00:00:00","0.2<-","23.5076",NA,TRUE
"BGEO_SAMN07136774_METAG_CEAKPNFC","0","0","0","0","0","0","0","0","0","0","70.9","0.62","184","67.72","0","0","74.07","1.23","14","0","0","0","d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235","p__Euryarchaeota","ARCHAEA","cluster_1341",NA,"2187_3",FALSE,"1143355","193","8161","26405","0.9497","0.5066","4 (Section GP13, Cruise SS2011)","30.9","EPI","-30.0006","155.986","2011-05-16 17:59:17","0.2<-","21.934",NA,TRUE
"BGEO_SAMN07136774_METAG_AAEGPLEA","0","0","0","0","0","0","0","0","0","0","70.33","0.64","245","63.68","1.28","0","76.98","0","9","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__","k__Bacteria","BACTERIA","cluster_561",NA,"3024_2",FALSE,"704501","166","4944","14833","0.9628","0.3282","4 (Section GP13, Cruise SS2011)","30.9","EPI","-30.0006","155.986","2011-05-16 17:59:17","0.2<-","21.934",NA,TRUE
"BGEO_SAMN07136774_METAG_HCCGHNCL","0","0","0","0","0","0","0","0","0","0","57.69","0","292","61.42","0","0","53.96","0","9","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__AG-422-B15;s__AG-422-B15 sp003213715","k__Bacteria","BACTERIA","cluster_534",NA,"5079_2",FALSE,"699965","145","5990","20642","0.9556","0.3372","4 (Section GP13, Cruise SS2011)","30.9","EPI","-30.0006","155.986","2011-05-16 17:59:17","0.2<-","21.934",NA,TRUE
"BGEO_SAMN07136774_METAG_KEGMMJPI","0","0","0","0","0","0","0","0","0","0","66.34","0.99","76","56.41","0.54","100","76.26","1.44","12","0","0","0","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002724845","p__Cyanobacteria","BACTERIA","cluster_1705",NA,"213_2",FALSE,"1061991","289","3734","14547","0.9229","0.6277","4 (Section GP13, Cruise SS2011)","30.9","EPI","-30.0006","155.986","2011-05-16 17:59:17","0.2<-","21.934",NA,TRUE
"BGEO_SAMN07136774_METAG_KFLLPAJN","0","0","0","0","0","0","0","0","0","0","65.26","0.57","271","54.27","0.43","0","76.26","0.72","10","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__TMED189 sp003213625","k__Bacteria","BACTERIA","cluster_577",NA,"3016_1",FALSE,"725324","117","7552","46363","0.9453","0.3281","4 (Section GP13, Cruise SS2011)","30.9","EPI","-30.0006","155.986","2011-05-16 17:59:17","0.2<-","21.934",NA,TRUE
"BGEO_SAMN07136774_METAG_NBHBHHCD","0","0","0","0","0","0","0","0","0","0","61.82","1.58","410","51.71","1.71","0","71.94","1.44","4","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__TMED189 sp003282445","k__Bacteria","BACTERIA","cluster_61",NA,"3004_1",FALSE,"688273","143","6113","25919","0.9515","0.3288","4 (Section GP13, Cruise SS2011)","30.9","EPI","-30.0006","155.986","2011-05-16 17:59:17","0.2<-","21.934",NA,TRUE
"BGEO_SAMN07136774_METAG_PCGOFONP","0","0","0","0","0","0","0","0","0","0","47.46","0.94","170","38.09","0.43","100","56.83","1.44","3","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__","k__Bacteria","BACTERIA","cluster_567",NA,"3028_1",FALSE,"410494","126","3741","12291","0.9658","0.3334","4 (Section GP13, Cruise SS2011)","30.9","EPI","-30.0006","155.986","2011-05-16 17:59:17","0.2<-","21.934",NA,TRUE
"BGEO_SAMN07136774_METAG_AKCMBLKM","0","0","0","0","0","0","0","0","0","0","49.34","4.3","289","32.49","0.69","36.36","66.19","7.91","11","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__","c__Gammaproteobacteria","BACTERIA","cluster_1271",NA,"4992_2",FALSE,"504115","110","6127","15676","0.9595","0.3449","4 (Section GP13, Cruise SS2011)","30.9","EPI","-30.0006","155.986","2011-05-16 17:59:17","0.2<-","21.934",NA,TRUE
"BGEO_SAMN07136819_METAG_EJBJDGJF","0","0","0","0","0","0","0","0","0","0","70.97","2.57","190","67.13","2.98","66.67","74.82","2.16","19","0","0","0","d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__TMED58;s__TMED58 sp002167555","k__Bacteria","BACTERIA","cluster_2574","meta_mOTU_v25_13083","3274_1",FALSE,"812260","166","5724","19382","0.9569","0.3178","GT19 (Section GP13, Cruise TAN1109)","32","EPI","-32.5013","-153.9982","2011-06-19 18:28:00","0.2<-","18.082","223.5",TRUE
"BGEO_SAMN07136819_METAG_GMLOAIAN","0","0","0","0","0","0","0","0","0","0","69.5","1.5","99","60.57","2.27","25","78.42","0.72","15","0","0","0","d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__GCA-002715585;s__","k__Bacteria","BACTERIA","cluster_4563","meta_mOTU_v25_12823","3281_2",FALSE,"660276","189","3936","13075","0.9411","0.3077","GT19 (Section GP13, Cruise TAN1109)","32","EPI","-32.5013","-153.9982","2011-06-19 18:28:00","0.2<-","18.082","223.5",TRUE
"BGEO_SAMN07136819_METAG_PLCBLHHD","0","0","0","0","0","0","0","0","0","0","66.44","1.43","294","55.9","2.14","0","76.98","0.72","9","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__","k__Bacteria","BACTERIA","cluster_571",NA,"3018_1",FALSE,"663901","121","6663","32140","0.9524","0.3285","GT19 (Section GP13, Cruise TAN1109)","32","EPI","-32.5013","-153.9982","2011-06-19 18:28:00","0.2<-","18.082","223.5",TRUE
"BGEO_SAMN07136819_METAG_CCJGBCOJ","0","0","0","0","0","0","0","0","0","0","53.77","2.21","244","52.14","0.82","33.33","55.4","3.6","11","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__HIMB59;s__HIMB59 sp002690585","k__Bacteria","BACTERIA","cluster_600",NA,"5009_2",FALSE,"557506","169","3608","15179","0.9633","0.3218","GT19 (Section GP13, Cruise TAN1109)","32","EPI","-32.5013","-153.9982","2011-06-19 18:28:00","0.2<-","18.082","223.5",TRUE
"BGEO_SAMN07136661_METAG_GHNBPOAO","0","0","0","0","0","0","0","0","0","0","77.68","1.15","123","66.87","0.86","100","88.49","1.44","15","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__AG-339-G14;s__","c__Gammaproteobacteria","BACTERIA","cluster_3142","gom_000149","4568_2",FALSE,"948888","123","10860","67853","0.9485","0.3356","13 (Section GA02, Cruise JC057)","49","EPI","-17.0173","-30.6052","2011-03-20 14:54:00","0.2<-","27.643","200.7",TRUE
"BGEO_SAMN07136661_METAG_HCNCKMNA","0","0","0","0","0","0","0","0","0","0","25.22","0.6","291","50.43","1.2","100","0","0","5","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__AG-422-B15;s__AG-422-B15 sp003213515","k__Bacteria","BLANK","cluster_534",NA,"5079_2",FALSE,"624347","118","6155","65093","0.9423","0.3342","13 (Section GA02, Cruise JC057)","49","EPI","-17.0173","-30.6052","2011-03-20 14:54:00","0.2<-","27.643","200.7",TRUE
"BGEO_SAMN07136661_METAG_AEACHBCF","0","0","0","0","0","0","0","0","0","0","39.68","0.92","308","25.4","0.41","33.33","53.96","1.44","8","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__","c__Gammaproteobacteria","BACTERIA","cluster_1271",NA,"4992_2",FALSE,"346250","94","3909","16458","0.956","0.3446","13 (Section GA02, Cruise JC057)","49","EPI","-17.0173","-30.6052","2011-03-20 14:54:00","0.2<-","27.643","200.7",TRUE
"BGEO_SAMN07136834_METAG_JLEKFKBD","0","0","0","0","0","0","0","0","0","0","62.18","0.64","299","52.42","0.57","50","71.94","0.72","12","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__TMED189;f__TMED189;g__TMED189;s__","k__Bacteria","BACTERIA","cluster_571",NA,"3018_1",FALSE,"585330","119","7076","25099","0.9551","0.3322","GT7 (Section GP13, Cruise TAN1109)","16","EPI","-32.4985","-165.9988","2011-06-13 12:49:00","0.2<-","19.717","218.7",TRUE
"BGEO_SAMN07136590_METAG_OPFIEIKI","0","0","0","0","0","0","0","0","0","0","84.69","05.04","70","83.77","05.04","28.57","85.61","05.04","15","0","0","0","d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__UBA1611;s__","k__Bacteria","BACTERIA","cluster_1897","meta_mOTU_v25_12705","3151_1",FALSE,"2224633","395","8225","53512","0.943","0.4065","14 (Section GA03, Cruise KN204)","285","MES","27.5831","-49.633","2011-11-26 15:01:00","0.2<-","17.668","197.9",TRUE
"BGEO_SAMN07136590_METAG_CPPMPEMD","0","0","0","0","0","0","0","0","0","0","81.58","1.36","82","78.27","0.55","100","84.89","2.16","15","0","0","0","d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__","k__Bacteria","BACTERIA","cluster_1923","gom_000127","3084_1",FALSE,"1769027","205","12799","69431","0.9325","0.386","14 (Section GA03, Cruise KN204)","285","MES","27.5831","-49.633","2011-11-26 15:01:00","0.2<-","17.668","197.9",TRUE
"BGEO_SAMN07136590_METAG_DBPOLKBK","0","0","0","0","0","0","0","0","0","0","74.97","3.69","125","77.29","4.5","60","72.66","2.88","19","0","0","0","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002724575","k__Bacteria","BACTERIA","cluster_1962","meta_mOTU_v25_12538","119_2",FALSE,"2211769","264","12182","56077","0.926","0.5199","14 (Section GA03, Cruise KN204)","285","MES","27.5831","-49.633","2011-11-26 15:01:00","0.2<-","17.668","197.9",TRUE
"BGEO_SAMN07136590_METAG_EJJCCLMH","0","0","0","0","0","0","0","0","0","0","74.85","3.92","119","75.01","2.91","0","74.69","4.94","13","0","0","0","d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__","k__Archaea","ARCHAEA","cluster_1978",NA,"2730_1",FALSE,"713882","166","4948","15054","0.929","0.3389","14 (Section GA03, Cruise KN204)","285","MES","27.5831","-49.633","2011-11-26 15:01:00","0.2<-","17.668","197.9",TRUE
"BGEO_SAMN07136590_METAG_HOLFHKBN","0","0","0","0","0","0","0","0","0","0","62.04","2.37","71","70.84","3.3","0","53.24","1.44","14","0","0","0","d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-002712965;s__","k__Bacteria","BACTERIA","cluster_4370","gom_000128","6334_1",FALSE,"1755123","277","8501","32921","0.9182","0.4385","14 (Section GA03, Cruise KN204)","285","MES","27.5831","-49.633","2011-11-26 15:01:00","0.2<-","17.668","197.9",TRUE
"BGEO_SAMN07136590_METAG_OECMIDNG","0","0","0","0","0","0","0","0","0","0","65.46","1.1","163","64.24","0.97","0","66.67","1.23","11","0","0","0","d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002698885","k__Archaea","ARCHAEA","cluster_3604",NA,"2761_1",FALSE,"597629","176","3609","9352","0.9374","0.3313","14 (Section GA03, Cruise KN204)","285","MES","27.5831","-49.633","2011-11-26 15:01:00","0.2<-","17.668","197.9",TRUE
"BGEO_SAMN07136590_METAG_BHOBGMIF","0","0","0","0","0","0","0","0","0","0","58.99","02.03","143","61.19","0.97","0","56.79","03.09","7","0","0","0","d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__","k__Archaea","ARCHAEA","cluster_5068","gom_000142","2769_1",FALSE,"566217","202","2968","8811","0.9324","0.3436","14 (Section GA03, Cruise KN204)","285","MES","27.5831","-49.633","2011-11-26 15:01:00","0.2<-","17.668","197.9",TRUE
"BGEO_SAMN07136590_METAG_KEOGMFKF","0","0","0","0","0","0","0","0","0","0","57.82","0.36","54","59.52","0","0","56.12","0.72","16","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8558;f__UBA8558;g__UBA8558;s__","k__Bacteria","BACTERIA","cluster_5030",NA,"4873_1",TRUE,"798607","235","3491","14325","0.952","0.3781","14 (Section GA03, Cruise KN204)","285","MES","27.5831","-49.633","2011-11-26 15:01:00","0.2<-","17.668","197.9",TRUE
